Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No.of passengers,Trip Distance,Booking Values,Pickup Location,Total Bookings
14698,2024-06-05 00:00:00,1899-12-30 17:07:12,Uber Black,Cash,1,1.7,$7.0,West Village,1.0
14699,2024-06-05 00:00:00,1899-12-30 17:22:07,UberX,Uber Pay,1,1.24,$9.3,Union Sq,1.0
14700,2024-06-05 00:00:00,1899-12-30 17:41:51,Uber Green,Cash,1,8.9,$28.5,Lincoln Square West,1.0
14702,2024-06-05 00:00:00,1899-12-30 17:05:15,Uber Comfort,Cash,1,1.1,$5.5,Lenox Hill West,1.0
14703,2024-06-05 00:00:00,1899-12-30 17:02:01,UberX,Uber Pay,3,1.76,$10.5,Union Sq,1.0
14704,2024-06-05 00:00:00,1899-12-30 17:40:55,Uber Black,Uber Pay,4,1.25,$8.1,Union Sq,1.0
14705,2024-06-05 00:00:00,1899-12-30 17:14:08,Uber Green,Cash,1,1.1,$5.5,Clinton East,1.0
14706,2024-06-05 00:00:00,1899-12-30 17:15:50,UberX,Uber Pay,1,8.13,$50.7,Kips Bay,1.0
14707,2024-06-05 00:00:00,1899-12-30 17:26:13,UberXL,Cash,2,10.1,$30.0,LaGuardia Airport,1.0
14709,2024-06-05 00:00:00,1899-12-30 17:09:04,UberX,Uber Pay,1,2.7,$12.0,East Chelsea,1.0
14710,2024-06-05 00:00:00,1899-12-30 17:06:13,Uber Black,Uber Pay,1,11.39,$44.0,Upper East Side South,1.0
14711,2024-06-05 00:00:00,1899-12-30 17:39:12,UberX,Uber Pay,1,13.8,$48.9,LaGuardia Airport,1.0
14712,2024-06-05 00:00:00,1899-12-30 17:16:36,UberX,Uber Pay,1,19.4,$71.0,JFK Airport,1.0
14713,2024-06-05 00:00:00,1899-12-30 17:06:10,UberX,Uber Pay,3,1.68,$9.9,Gramercy,1.0
14714,2024-06-05 00:00:00,1899-12-30 17:18:58,Uber Comfort,Uber Pay,2,3.71,$16.5,Sutton Place/Turtle Bay North,1.0
14715,2024-06-05 00:00:00,1899-12-30 17:47:54,Uber Black,Uber Pay,2,22.64,$80.0,Woodside,1.0
14716,2024-06-05 00:00:00,1899-12-30 17:52:52,UberX,Uber Pay,1,1.67,$9.3,Midtown North,1.0
14717,2024-06-05 00:00:00,1899-12-30 17:09:32,UberX,Cash,1,2.1,$11.5,Central Harlem North,1.0
14719,2024-06-05 00:00:00,1899-12-30 17:13:59,Uber Green,Cash,1,2,$10.5,East Concourse/Concourse Village,1.0
14721,2024-06-05 00:00:00,1899-12-30 17:18:46,UberX,Uber Pay,1,1.65,$9.5,Clinton West,1.0
14722,2024-06-05 00:00:00,1899-12-30 17:50:37,UberX,Cash,1,1.06,$5.0,Midtown South,1.0
14723,2024-06-05 00:00:00,1899-12-30 17:54:03,Uber Green,Uber Pay,1,3.24,$17.1,Union Sq,1.0
14724,2024-06-05 00:00:00,1899-12-30 17:48:08,Uber Comfort,Uber Pay,1,1.2,$9.3,Midtown Center,1.0
14725,2024-06-05 00:00:00,1899-12-30 17:24:32,UberX,Uber Pay,1,1.9,$11.1,Midtown Center,1.0
14726,2024-06-05 00:00:00,1899-12-30 17:45:39,UberX,Uber Pay,1,1.4,$11.0,Midtown Center,1.0
14727,2024-06-05 00:00:00,1899-12-30 17:55:31,Uber Comfort,Cash,3,2.42,$9.5,Lenox Hill West,1.0
14728,2024-06-05 00:00:00,1899-12-30 17:42:21,UberX,Uber Pay,1,1.11,$8.7,Upper East Side South,1.0
14729,2024-06-05 00:00:00,1899-12-30 17:26:08,UberX,Cash,5,3.87,$16.0,Upper East Side South,1.0
14730,2024-06-05 00:00:00,1899-12-30 17:05:04,Uber Black,Uber Pay,1,4.3,$18.5,Lenox Hill East,1.0
14731,2024-06-05 00:00:00,1899-12-30 17:42:20,UberX,Uber Pay,1,1.83,$10.5,Upper East Side South,1.0
14732,2024-06-05 00:00:00,1899-12-30 17:44:11,Uber Comfort,Uber Pay,1,3.5,$13.0,Clinton East,1.0
14733,2024-06-05 00:00:00,1899-12-30 17:58:18,UberX,Uber Pay,1,2,$12.5,TriBeCa/Civic Center,1.0
14734,2024-06-05 00:00:00,1899-12-30 16:47:19,Uber Green,Uber Pay,1,1.2,$7.5,East Village,1.0
14735,2024-06-05 00:00:00,1899-12-30 17:39:37,Uber Black,Cash,1,5.3,$17.0,JFK Airport,1.0
14736,2024-06-05 00:00:00,1899-12-30 17:47:20,Uber Comfort,Uber Pay,1,1.69,$8.5,Clinton East,1.0
14737,2024-06-05 00:00:00,1899-12-30 17:16:35,UberXL,Uber Pay,1,1.7,$11.1,Midtown East,1.0
14738,2024-06-05 00:00:00,1899-12-30 17:35:47,Uber Green,Cash,2,2.43,$13.5,Garment District,1.0
14739,2024-06-05 00:00:00,1899-12-30 17:56:24,UberXL,Uber Pay,2,5.51,$23.7,Kips Bay,1.0
14740,2024-06-05 00:00:00,1899-12-30 17:05:12,UberX,Cash,1,1.33,$7.5,Central Harlem,1.0
14741,2024-06-05 00:00:00,1899-12-30 17:52:20,UberX,Uber Pay,1,13.41,$44.5,Union Sq,1.0
14742,2024-06-05 00:00:00,1899-12-30 17:48:52,Uber Comfort,Uber Pay,1,1.32,$10.5,Kips Bay,1.0
14743,2024-06-05 00:00:00,1899-12-30 17:23:52,UberX,Cash,1,2.6,$12.5,East Chelsea,1.0
14744,2024-06-05 00:00:00,1899-12-30 17:47:13,Uber Comfort,Cash,1,4.1,$17.0,Penn Station/Madison Sq West,1.0
14745,2024-06-05 00:00:00,1899-12-30 17:26:41,Uber Comfort,Cash,1,15.1,$44.0,JFK Airport,1.0
14746,2024-06-05 00:00:00,1899-12-30 17:06:49,Uber Black,Cash,2,1.83,$8.5,Upper West Side South,1.0
14747,2024-06-05 00:00:00,1899-12-30 17:51:14,UberXL,Uber Pay,1,1.6,$9.0,Upper West Side North,1.0
14748,2024-06-05 00:00:00,1899-12-30 17:11:43,Uber Black,Uber Pay,1,8.42,$50.5,Lenox Hill East,1.0
14749,2024-06-05 00:00:00,1899-12-30 17:02:33,UberX,Cash,1,7.4,$25.0,Lincoln Square East,1.0
14750,2024-06-05 00:00:00,1899-12-30 17:20:11,UberX,Uber Pay,1,2.4,$12.3,Central Park,1.0
14752,2024-06-05 00:00:00,1899-12-30 17:28:22,UberXL,Uber Pay,2,2.27,$10.4,Lenox Hill West,1.0
14753,2024-06-05 00:00:00,1899-12-30 17:32:26,UberX,Uber Pay,1,7.2,$29.7,Union Sq,1.0
14755,2024-06-05 00:00:00,1899-12-30 17:10:00,UberX,Cash,2,1.3,$5.5,Upper West Side South,1.0
14756,2024-06-05 00:00:00,1899-12-30 17:58:18,UberX,Cash,1,2.4,$10.0,Manhattan Valley,1.0
14757,2024-06-05 00:00:00,1899-12-30 17:31:17,UberX,Uber Pay,1,9.9,$44.2,Upper East Side South,1.0
14758,2024-06-05 00:00:00,1899-12-30 17:18:20,Uber Green,Uber Pay,1,6.48,$27.3,Murray Hill,1.0
14759,2024-06-05 00:00:00,1899-12-30 17:30:18,Uber Comfort,Cash,1,7.23,$24.0,JFK Airport,1.0
14761,2024-06-05 00:00:00,1899-12-30 17:23:44,Uber Green,Uber Pay,1,10.36,$39.9,LaGuardia Airport,1.0
14763,2024-06-05 00:00:00,1899-12-30 17:14:42,UberXL,Uber Pay,1,2.59,$13.0,Manhattan Valley,1.0
14764,2024-06-05 00:00:00,1899-12-30 17:54:40,Uber Black,Uber Pay,1,2.27,$12.7,East Village,1.0
14765,2024-06-05 00:00:00,1899-12-30 17:00:58,UberX,Uber Pay,1,3.1,$15.3,Times Sq/Theatre District,1.0
14766,2024-06-05 00:00:00,1899-12-30 17:44:19,UberXL,Cash,2,1.1,$9.0,East Harlem South,1.0
14767,2024-06-05 00:00:00,1899-12-30 17:23:06,UberXL,Uber Pay,1,3.78,$20.0,East Harlem South,1.0
14768,2024-06-05 00:00:00,1899-12-30 17:22:19,Uber Black,Cash,1,1.21,$5.5,Morningside Heights,1.0
14769,2024-06-05 00:00:00,1899-12-30 17:55:27,UberX,Uber Pay,1,1.02,$9.1,Flatiron,1.0
14770,2024-06-05 00:00:00,1899-12-30 17:36:46,UberX,Uber Pay,1,6.1,$27.9,Lincoln Square East,1.0
14771,2024-06-05 00:00:00,1899-12-30 17:36:07,Uber Comfort,Uber Pay,1,4.07,$19.5,Bloomingdale,1.0
14772,2024-06-05 00:00:00,1899-12-30 17:20:39,UberX,Uber Pay,1,3.07,$20.5,Yorkville West,1.0
14773,2024-06-05 00:00:00,1899-12-30 17:29:36,Uber Green,Uber Pay,1,2.1,$13.2,Lenox Hill East,1.0
14774,2024-06-05 00:00:00,1899-12-30 17:42:58,UberX,Uber Pay,1,1.5,$13.0,East Chelsea,1.0
14776,2024-06-05 00:00:00,1899-12-30 17:45:51,Uber Black,Cash,2,7.4,$28.0,Kips Bay,1.0
14777,2024-06-05 00:00:00,1899-12-30 17:31:57,Uber Green,Uber Pay,1,9.6,$34.5,Yorkville West,1.0
14778,2024-06-05 00:00:00,1899-12-30 17:34:51,UberX,Uber Pay,1,3.07,$12.0,UN/Turtle Bay South,1.0
14779,2024-06-05 00:00:00,1899-12-30 17:04:05,Uber Black,Uber Pay,1,4.31,$19.7,Sutton Place/Turtle Bay North,1.0
14780,2024-06-05 00:00:00,1899-12-30 17:08:13,Uber Green,Uber Pay,1,2.05,$8.5,Morningside Heights,1.0
14781,2024-06-05 00:00:00,1899-12-30 17:04:56,UberX,Uber Pay,1,125.5,$403.0,Penn Station/Madison Sq West,1.0
14782,2024-06-05 00:00:00,1899-12-30 17:23:49,Uber Comfort,Uber Pay,1,1.3,$9.3,East Harlem South,1.0
14783,2024-06-05 00:00:00,1899-12-30 17:40:46,Uber Black,Uber Pay,1,1.2,$7.0,East Chelsea,1.0
14785,2024-06-05 00:00:00,1899-12-30 17:34:48,Uber Comfort,Uber Pay,1,4.6,$20.1,Flatiron,1.0
14787,2024-06-05 00:00:00,1899-12-30 17:24:29,UberX,Uber Pay,3,1.29,$8.1,Upper West Side North,1.0
14788,2024-06-05 00:00:00,1899-12-30 17:52:27,UberX,Cash,3,1.68,$7.5,UN/Turtle Bay South,1.0
14789,2024-06-05 00:00:00,1899-12-30 17:39:50,Uber Green,Uber Pay,5,3.23,$13.5,Manhattan Valley,1.0
14791,2024-06-05 00:00:00,1899-12-30 17:59:00,UberX,Cash,1,2.52,$10.5,East Chelsea,1.0
14792,2024-06-05 00:00:00,1899-12-30 17:29:24,Uber Green,Cash,1,6.39,$31.5,East Harlem South,1.0
14793,2024-06-05 00:00:00,1899-12-30 17:05:17,UberX,Cash,5,1.25,$6.5,Kips Bay,1.0
14794,2024-06-05 00:00:00,1899-12-30 17:18:17,UberX,Uber Pay,4,4,$20.1,Gramercy,1.0
14795,2024-06-05 00:00:00,1899-12-30 17:40:41,UberXL,Uber Pay,1,8.5,$35.5,West Village,1.0
14796,2024-06-05 00:00:00,1899-12-30 17:03:07,UberXL,Uber Pay,6,9.37,$40.2,LaGuardia Airport,1.0
14797,2024-06-05 00:00:00,1899-12-30 17:36:51,UberX,Cash,1,3.3,$13.0,Union Sq,1.0
14798,2024-06-05 00:00:00,1899-12-30 17:35:03,UberX,Uber Pay,2,1.87,$8.5,Penn Station/Madison Sq West,1.0
14799,2024-06-05 00:00:00,1899-12-30 17:02:21,UberX,Uber Pay,2,6.16,$26.1,Upper West Side North,1.0
14800,2024-06-05 00:00:00,1899-12-30 17:22:12,UberXL,Uber Pay,1,1.37,$9.7,Union Sq,1.0
14801,2024-06-05 00:00:00,1899-12-30 17:01:23,UberXL,Uber Pay,1,1.44,$11.0,East Village,1.0
14802,2024-06-05 00:00:00,1899-12-30 17:25:58,UberXL,Cash,1,1.34,$6.5,Upper West Side North,1.0
14803,2024-06-05 00:00:00,1899-12-30 17:45:37,Uber Black,Uber Pay,1,2.45,$13.0,Manhattan Valley,1.0
14804,2024-06-05 00:00:00,1899-12-30 17:11:34,UberXL,Uber Pay,1,3.77,$14.7,Kips Bay,1.0
14805,2024-06-05 00:00:00,1899-12-30 17:55:48,UberX,Uber Pay,1,1.97,$13.0,UN/Turtle Bay South,1.0
14806,2024-06-05 00:00:00,1899-12-30 17:29:04,Uber Comfort,Uber Pay,1,7.1,$25.5,Financial District North,1.0
14807,2024-06-05 00:00:00,1899-12-30 17:15:54,UberX,Uber Pay,1,1.7,$11.1,Midtown South,1.0
14808,2024-06-05 00:00:00,1899-12-30 17:34:50,UberX,Uber Pay,1,1.6,$7.5,Midtown East,1.0
14809,2024-06-05 00:00:00,1899-12-30 17:31:51,UberX,Uber Pay,1,2.41,$10.5,Battery Park City,1.0
14810,2024-06-05 00:00:00,1899-12-30 17:51:06,UberX,Cash,1,2.35,$11.0,West Chelsea/Hudson Yards,1.0
14811,2024-06-05 00:00:00,1899-12-30 17:44:48,UberX,Uber Pay,3,1.05,$7.6,Morningside Heights,1.0
14812,2024-06-05 00:00:00,1899-12-30 16:59:59,Uber Green,Uber Pay,1,9.14,$35.5,Lenox Hill East,1.0
14813,2024-06-05 00:00:00,1899-12-30 17:25:21,Uber Green,Uber Pay,1,9.87,$40.5,Gramercy,1.0
14814,2024-06-05 00:00:00,1899-12-30 17:28:51,UberX,Uber Pay,1,2.36,$14.7,Murray Hill,1.0
14815,2024-06-05 00:00:00,1899-12-30 17:05:03,UberX,Uber Pay,1,2.5,$12.7,Lenox Hill East,1.0
14816,2024-06-05 00:00:00,1899-12-30 17:48:17,UberX,Uber Pay,1,2.35,$14.7,Little Italy/NoLiTa,1.0
14817,2024-06-05 00:00:00,1899-12-30 17:35:58,Uber Green,Uber Pay,1,2.85,$13.6,Kips Bay,1.0
14818,2024-06-05 00:00:00,1899-12-30 17:48:11,UberX,Uber Pay,5,1.82,$15.9,UN/Turtle Bay South,1.0
14819,2024-06-05 00:00:00,1899-12-30 17:05:23,UberX,Uber Pay,1,2.1,$13.0,TriBeCa/Civic Center,1.0
14820,2024-06-05 00:00:00,1899-12-30 17:28:37,UberXL,Uber Pay,1,1.55,$9.1,Upper West Side South,1.0
14821,2024-06-05 00:00:00,1899-12-30 17:20:36,UberX,Uber Pay,1,3.29,$17.1,Lenox Hill East,1.0
14822,2024-06-05 00:00:00,1899-12-30 17:46:01,Uber Black,Uber Pay,1,5.18,$21.3,TriBeCa/Civic Center,1.0
14823,2024-06-05 00:00:00,1899-12-30 17:07:24,UberX,Cash,2,1.59,$8.5,Sutton Place/Turtle Bay North,1.0
14824,2024-06-05 00:00:00,1899-12-30 17:03:34,Uber Black,Cash,1,2.61,$9.5,Midtown East,1.0
14825,2024-06-05 00:00:00,1899-12-30 17:25:15,Uber Black,Uber Pay,1,1.91,$9.0,Central Harlem North,1.0
14826,2024-06-05 00:00:00,1899-12-30 17:48:16,UberX,Uber Pay,1,2,$12.0,Lincoln Square West,1.0
14827,2024-06-05 00:00:00,1899-12-30 17:57:23,UberX,Uber Pay,1,1.49,$7.5,Upper West Side South,1.0
14828,2024-06-05 00:00:00,1899-12-30 17:31:08,Uber Black,Uber Pay,1,4.15,$22.5,Upper East Side South,1.0
14829,2024-06-05 00:00:00,1899-12-30 17:55:59,Uber Comfort,Uber Pay,1,2.2,$13.5,Flatiron,1.0
14832,2024-06-05 00:00:00,1899-12-30 17:18:38,UberXL,Cash,1,1.4,$7.5,Yorkville West,1.0
14833,2024-06-05 00:00:00,1899-12-30 17:36:33,UberXL,Cash,1,6,$27.5,East Harlem South,1.0
14834,2024-06-05 00:00:00,1899-12-30 17:08:51,UberXL,Uber Pay,1,1.2,$9.5,Yorkville West,1.0
14835,2024-06-05 00:00:00,1899-12-30 17:38:17,Uber Green,Uber Pay,1,3.5,$17.1,East Village,1.0
14836,2024-06-05 00:00:00,1899-12-30 17:14:07,UberXL,Uber Pay,1,2.4,$11.5,Gramercy,1.0
14837,2024-06-05 00:00:00,1899-12-30 17:40:47,UberXL,Cash,1,2.73,$12.5,East Harlem South,1.0
14838,2024-06-05 00:00:00,1899-12-30 17:35:04,Uber Black,Uber Pay,1,3,$15.9,Lenox Hill East,1.0
14839,2024-06-05 00:00:00,1899-12-30 15:03:16,UberX,Uber Pay,1,1.88,$11.1,Midtown South,1.0
14840,2024-06-05 00:00:00,1899-12-30 17:57:02,Uber Green,Cash,1,1.2,$6.0,East Harlem South,1.0
14841,2024-06-05 00:00:00,1899-12-30 17:11:55,Uber Green,Uber Pay,2,1.9,$9.9,Long Island City/Queens Plaza,1.0
14842,2024-06-05 00:00:00,1899-12-30 17:15:02,Uber Green,Uber Pay,3,7.38,$30.5,LaGuardia Airport,1.0
14843,2024-06-05 00:00:00,1899-12-30 17:22:53,Uber Comfort,Uber Pay,1,1.76,$9.8,Sutton Place/Turtle Bay North,1.0
14844,2024-06-05 00:00:00,1899-12-30 17:09:35,Uber Black,Uber Pay,1,1.8,$10.5,Flatiron,1.0
14845,2024-06-05 00:00:00,1899-12-30 17:46:01,UberXL,Uber Pay,1,8.91,$48.1,Clinton East,1.0
14846,2024-06-05 00:00:00,1899-12-30 17:22:21,UberX,Uber Pay,1,6.8,$28.5,Upper East Side North,1.0
14847,2024-06-05 00:00:00,1899-12-30 17:33:42,Uber Green,Uber Pay,1,1.8,$10.5,Midtown East,1.0
14848,2024-06-05 00:00:00,1899-12-30 17:52:01,UberX,Uber Pay,1,1.2,$8.5,Garment District,1.0
14849,2024-06-05 00:00:00,1899-12-30 17:00:36,Uber Black,Uber Pay,1,1.67,$10.0,Manhattan Valley,1.0
14850,2024-06-05 00:00:00,1899-12-30 17:25:22,UberXL,Uber Pay,6,4.25,$17.7,Yorkville West,1.0
14851,2024-06-05 00:00:00,1899-12-30 17:02:01,UberX,Uber Pay,1,6.09,$23.0,Flatiron,1.0
14852,2024-06-05 00:00:00,1899-12-30 17:00:41,Uber Black,Cash,1,1.03,$5.5,Clinton East,1.0
14853,2024-06-05 00:00:00,1899-12-30 17:39:21,Uber Black,Uber Pay,1,2.54,$11.0,Clinton East,1.0
14854,2024-06-05 00:00:00,1899-12-30 17:00:08,UberX,Uber Pay,1,7.5,$26.0,Financial District South,1.0
14855,2024-06-05 00:00:00,1899-12-30 17:24:10,UberXL,Uber Pay,1,2.1,$10.5,Manhattan Valley,1.0
14857,2024-06-05 00:00:00,1899-12-30 17:44:55,Uber Green,Uber Pay,1,4.39,$20.1,Sutton Place/Turtle Bay North,1.0
14859,2024-06-05 00:00:00,1899-12-30 17:12:25,Uber Comfort,Cash,1,3.4,$12.5,Garment District,1.0
14860,2024-06-05 00:00:00,1899-12-30 17:43:38,UberXL,Cash,6,3.6,$14.5,Clinton West,1.0
14861,2024-06-05 00:00:00,1899-12-30 17:42:39,Uber Green,Uber Pay,1,5.54,$23.0,Central Park,1.0
14862,2024-06-05 00:00:00,1899-12-30 17:44:55,UberX,Uber Pay,1,2,$12.5,UN/Turtle Bay South,1.0
14864,2024-06-05 00:00:00,1899-12-30 17:26:56,UberXL,Uber Pay,1,2.3,$10.5,UN/Turtle Bay South,1.0
14865,2024-06-05 00:00:00,1899-12-30 17:04:07,UberX,Uber Pay,1,6.31,$26.2,LaGuardia Airport,1.0
14866,2024-06-05 00:00:00,1899-12-30 17:55:32,UberXL,Uber Pay,1,1.03,$8.6,Upper East Side South,1.0
14867,2024-06-05 00:00:00,1899-12-30 17:13:26,Uber Comfort,Uber Pay,1,3.1,$16.7,Upper West Side South,1.0
14868,2024-06-05 00:00:00,1899-12-30 17:25:02,Uber Green,Uber Pay,1,2.5,$12.0,Lenox Hill West,1.0
14870,2024-06-05 00:00:00,1899-12-30 17:23:46,UberX,Uber Pay,3,1.64,$9.8,UN/Turtle Bay South,1.0
14871,2024-06-05 00:00:00,1899-12-30 17:56:48,UberX,Cash,1,1.78,$11.5,Central Harlem North,1.0
14872,2024-06-05 00:00:00,1899-12-30 17:49:20,UberXL,Cash,1,2.36,$8.0,UN/Turtle Bay South,1.0
14874,2024-06-05 00:00:00,1899-12-30 17:39:52,UberXL,Cash,6,1.54,$9.5,East Harlem South,1.0
14875,2024-06-05 00:00:00,1899-12-30 17:27:32,Uber Comfort,Uber Pay,4,8.31,$37.3,Murray Hill,1.0
14876,2024-06-05 00:00:00,1899-12-30 17:59:33,Uber Comfort,Uber Pay,2,6.2,$28.5,Gramercy,1.0
14877,2024-06-05 00:00:00,1899-12-30 17:10:53,Uber Black,Cash,2,6.5,$20.0,Upper West Side South,1.0
14878,2024-06-05 00:00:00,1899-12-30 17:03:34,UberX,Cash,1,2.1,$8.0,UN/Turtle Bay South,1.0
14880,2024-06-05 00:00:00,1899-12-30 17:55:46,Uber Black,Cash,1,4.8,$17.5,Morningside Heights,1.0
14882,2024-06-05 00:00:00,1899-12-30 17:08:27,UberX,Uber Pay,1,3,$14.6,Yorkville West,1.0
14884,2024-06-05 00:00:00,1899-12-30 17:34:16,UberX,Uber Pay,1,1.7,$11.1,Upper East Side North,1.0
14885,2024-06-05 00:00:00,1899-12-30 17:27:31,UberX,Uber Pay,1,2.06,$14.1,East Chelsea,1.0
14886,2024-06-05 00:00:00,1899-12-30 17:04:38,Uber Green,Cash,1,1.35,$7.5,Clinton West,1.0
14887,2024-06-05 00:00:00,1899-12-30 17:01:30,UberX,Uber Pay,3,1.2,$9.2,Union Sq,1.0
14888,2024-06-05 00:00:00,1899-12-30 17:49:22,UberX,Uber Pay,1,2.6,$15.0,Upper East Side North,1.0
14889,2024-06-05 00:00:00,1899-12-30 17:26:20,UberX,Cash,1,5.8,$18.0,Upper East Side South,1.0
14890,2024-06-05 00:00:00,1899-12-30 17:47:39,UberX,Uber Pay,1,1.6,$12.0,Kips Bay,1.0
14891,2024-06-05 00:00:00,1899-12-30 17:34:33,Uber Comfort,Uber Pay,1,1.4,$11.1,Kips Bay,1.0
14894,2024-06-05 00:00:00,1899-12-30 17:31:36,UberXL,Cash,1,1.3,$7.5,Lincoln Square East,1.0
14895,2024-06-05 00:00:00,1899-12-30 17:09:41,Uber Green,Uber Pay,1,1.3,$9.6,East Harlem North,1.0
14896,2024-06-05 00:00:00,1899-12-30 17:06:23,Uber Comfort,Cash,1,1.04,$5.5,Gramercy,1.0
14897,2024-06-05 00:00:00,1899-12-30 17:13:07,UberXL,Uber Pay,5,15.28,$62.7,Central Harlem North,1.0
14899,2024-06-05 00:00:00,1899-12-30 17:34:36,Uber Green,Uber Pay,1,1.17,$6.0,Lincoln Square East,1.0
14900,2024-06-05 00:00:00,1899-12-30 17:43:05,Uber Comfort,Uber Pay,1,1.54,$8.7,Garment District,1.0
14901,2024-06-05 00:00:00,1899-12-30 17:13:53,UberX,Cash,1,1.05,$6.5,Sutton Place/Turtle Bay North,1.0
14902,2024-06-05 00:00:00,1899-12-30 17:03:22,Uber Comfort,Uber Pay,1,1.81,$11.7,Kips Bay,1.0
14903,2024-06-05 00:00:00,1899-12-30 17:20:45,Uber Comfort,Cash,5,12,$37.0,LaGuardia Airport,1.0
14904,2024-06-05 00:00:00,1899-12-30 17:08:17,Uber Comfort,Uber Pay,1,3.09,$12.5,Times Sq/Theatre District,1.0
14905,2024-06-05 00:00:00,1899-12-30 17:41:53,Uber Green,Uber Pay,1,1.62,$10.5,Clinton West,1.0
14907,2024-06-05 00:00:00,1899-12-30 17:56:22,Uber Comfort,Uber Pay,2,1.04,$8.7,Upper West Side South,1.0
14908,2024-06-05 00:00:00,1899-12-30 17:36:54,Uber Black,Cash,1,2.16,$11.5,Brooklyn Heights,1.0
14909,2024-06-05 00:00:00,1899-12-30 17:06:23,Uber Comfort,Uber Pay,1,1.6,$9.9,Lenox Hill East,1.0
14910,2024-06-05 00:00:00,1899-12-30 17:29:23,Uber Comfort,Uber Pay,2,4.8,$20.5,Morningside Heights,1.0
14911,2024-06-05 00:00:00,1899-12-30 17:09:01,Uber Comfort,Amazon Pay,1,14.4,$38.5,JFK Airport,1.0
14913,2024-06-05 00:00:00,1899-12-30 17:05:03,UberXL,Cash,1,2.25,$9.5,Murray Hill,1.0
14914,2024-06-05 00:00:00,1899-12-30 17:16:20,Uber Comfort,Cash,1,2.78,$11.5,Upper West Side South,1.0
14915,2024-06-05 00:00:00,1899-12-30 17:41:25,UberX,Cash,2,4.47,$21.0,Midtown South,1.0
14916,2024-06-05 00:00:00,1899-12-30 17:04:38,UberXL,Uber Pay,1,1.8,$12.3,Upper East Side South,1.0
14918,2024-06-05 00:00:00,1899-12-30 17:19:30,UberXL,Uber Pay,1,8.4,$27.5,East Harlem South,1.0
14919,2024-06-05 00:00:00,1899-12-30 17:18:59,UberX,Uber Pay,1,1.14,$10.4,Midtown North,1.0
14920,2024-06-05 00:00:00,1899-12-30 17:16:03,Uber Green,Uber Pay,1,10.1,$30.5,Kips Bay,1.0
14921,2024-06-05 00:00:00,1899-12-30 17:30:51,UberX,Uber Pay,1,3.29,$17.5,Lincoln Square East,1.0
14922,2024-06-05 00:00:00,1899-12-30 17:39:25,Uber Black,Uber Pay,1,2.46,$14.5,Lenox Hill West,1.0
14923,2024-06-05 00:00:00,1899-12-30 17:22:04,UberX,Cash,1,2.21,$9.5,LaGuardia Airport,1.0
14924,2024-06-05 00:00:00,1899-12-30 17:32:26,Uber Comfort,Uber Pay,1,1.95,$9.2,Murray Hill,1.0
14925,2024-06-05 00:00:00,1899-12-30 17:46:29,UberXL,Cash,1,1.13,$6.0,Upper West Side North,1.0
14926,2024-06-05 00:00:00,1899-12-30 17:22:06,Uber Black,Uber Pay,1,7.3,$31.2,Sutton Place/Turtle Bay North,1.0
14927,2024-06-05 00:00:00,1899-12-30 17:14:17,UberX,Cash,1,3.49,$15.0,Manhattanville,1.0
14928,2024-06-05 00:00:00,1899-12-30 17:35:40,UberXL,Cash,2,1.37,$9.5,Washington Heights South,1.0
14929,2024-06-05 00:00:00,1899-12-30 17:55:25,Uber Comfort,Uber Pay,1,3.5,$19.0,Upper East Side South,1.0
14930,2024-06-05 00:00:00,1899-12-30 17:04:00,Uber Comfort,Uber Pay,1,1.6,$9.9,Upper East Side South,1.0
14931,2024-06-05 00:00:00,1899-12-30 17:58:03,UberXL,Cash,1,13.3,$40.5,JFK Airport,1.0
14932,2024-06-05 00:00:00,1899-12-30 17:52:55,UberX,Uber Pay,1,1.17,$12.5,Clinton East,1.0
14933,2024-06-05 00:00:00,1899-12-30 17:39:36,UberX,Uber Pay,1,3.32,$15.3,East Harlem North,1.0
14934,2024-06-05 00:00:00,1899-12-30 17:07:47,UberX,Cash,1,4.9,$23.5,Manhattan Valley,1.0
14935,2024-06-05 00:00:00,1899-12-30 17:03:57,Uber Black,Uber Pay,1,2.9,$14.5,Midtown North,1.0
14940,2024-06-05 00:00:00,1899-12-30 18:08:26,Uber Black,Cash,5,1.18,$7.0,Upper West Side South,1.0
14941,2024-06-05 00:00:00,1899-12-30 18:29:09,UberXL,Uber Pay,6,2.7,$12.1,Lenox Hill West,1.0
14942,2024-06-05 00:00:00,1899-12-30 18:35:11,Uber Green,Uber Pay,1,7.92,$29.1,Elmhurst,1.0
14943,2024-06-05 00:00:00,1899-12-30 18:24:13,UberX,Cash,1,1.3,$6.5,Gramercy,1.0
14944,2024-06-05 00:00:00,1899-12-30 18:46:48,UberX,Uber Pay,1,2.3,$10.5,Kips Bay,1.0
14946,2024-06-05 00:00:00,1899-12-30 18:55:26,Uber Comfort,Cash,1,6.08,$22.0,Financial District South,1.0
14948,2024-06-05 00:00:00,1899-12-30 18:32:25,Uber Comfort,Uber Pay,1,5.24,$18.0,World Trade Center,1.0
14949,2024-06-05 00:00:00,1899-12-30 18:21:15,Uber Green,Uber Pay,1,2.1,$13.0,Yorkville West,1.0
14950,2024-06-05 00:00:00,1899-12-30 18:35:25,UberX,Uber Pay,1,3.03,$15.6,Garment District,1.0
